ICD O 3 topogrophy code (modified),ICD O 3 topography code,SNOMED CT CODES,Region (level 1),Organ system (Level 2),Broad Site (Level 3),Site (Level 4),
C13.1,C13.1,36088004,Head Neck,Pharynx,HYPOPHARYNX,Hypopharyngeal aspect of aryepiglottic fold,Hypopharyngeal aspect of aryepiglottic fold
C13.1,C13.1,43545006,Head Neck,Pharynx,HYPOPHARYNX,"Aryepiglottic fold, NOS",#N/A
C13.1,C13.1,,Head Neck,Pharynx,HYPOPHARYNX,Arytenoid fold,#N/A
C13.2,C13.2,28567000,Head Neck,Pharynx,HYPOPHARYNX,Posterior wall of hypopharynx,Posterior wall of hypopharynx
C13.8,C13.8,,Head Neck,Pharynx,HYPOPHARYNX,Overlapping lesion of hypopharynx,#N/A
C13.8,C13.8,,Head Neck,Pharynx,HYPOPHARYNX,Overlapping regions of hypopharynx,#N/A
C13.9,C13.9,81502006,Head Neck,Pharynx,HYPOPHARYNX,"Hypopharynx, NOS",#N/A
C13.9,C13.9,,Head Neck,Pharynx,HYPOPHARYNX,Hypopharyngeal wall,#N/A
C13.9,C13.9,81502006,Head Neck,Pharynx,HYPOPHARYNX,Laryngopharynx,Laryngopharynx
C14.0,C14.0,54066008,Head Neck,Pharynx,"OTHER AND ILL-DEFINED SITES IN LIP, ORAL CAVITY AND PHARYNX","Pharynx, NOS",#N/A
C14.0,C14.0,,Head Neck,Pharynx,"OTHER AND ILL-DEFINED SITES IN LIP, ORAL CAVITY AND PHARYNX","Lateral wall of pharynx, NOS",#N/A
C14.0,C14.0,55609009,Head Neck,Pharynx,"OTHER AND ILL-DEFINED SITES IN LIP, ORAL CAVITY AND PHARYNX","Pharyngeal wall, NOS",#N/A
C14.0,C14.0,,Head Neck,Pharynx,"OTHER AND ILL-DEFINED SITES IN LIP, ORAL CAVITY AND PHARYNX","Posterior wall of pharynx, NOS",#N/A
C14.0,C14.0,,Head Neck,Pharynx,"OTHER AND ILL-DEFINED SITES IN LIP, ORAL CAVITY AND PHARYNX",Retropharynx,#N/A
C14.0,C14.0,54066008,Head Neck,Pharynx,"OTHER AND ILL-DEFINED SITES IN LIP, ORAL CAVITY AND PHARYNX",Throat,Throat
C14.0,C14.0,,Head Neck,Pharynx,"OTHER AND ILL-DEFINED SITES IN LIP, ORAL CAVITY AND PHARYNX","Wall of pharynx, NOS",#N/A
C14.0.L,C14.0.,,Head Neck,Pharynx,"OTHER AND ILL-DEFINED SITES IN LIP, ORAL CAVITY AND PHARYNX","Lateral wall of pharynx, NOS-Left",#N/A
C14.0.R,C14.0.,,Head Neck,Pharynx,"OTHER AND ILL-DEFINED SITES IN LIP, ORAL CAVITY AND PHARYNX","Lateral wall of pharynx, NOS-Right",#N/A
C14.2,C14.2,,Head Neck,Pharynx,"OTHER AND ILL-DEFINED SITES IN LIP, ORAL CAVITY AND PHARYNX",Waldeyer ring,#N/A
C14.8,C14.8,,Head Neck,Pharynx,"OTHER AND ILL-DEFINED SITES IN LIP, ORAL CAVITY AND PHARYNX","Overlapping lesion of lip, oral cavity and pharynx",#N/A
C14.8,C14.8,,Head Neck,Pharynx,"OTHER AND ILL-DEFINED SITES IN LIP, ORAL CAVITY AND PHARYNX","Overlapping regions of lip, oral cavity and pharynx",#N/A
C15.0,C15.0,60075002,Thoracic,Gastrointestinal tract,ESOPHAGUS,Cervical esophagus,Cervical esophagus
C15.1,C15.1,59609004,Thoracic,Gastrointestinal tract,ESOPHAGUS,Thoracic esophagus,Thoracic esophagus
C15.2,C15.2,60865004,Thoracic,Gastrointestinal tract,ESOPHAGUS,Abdominal esophagus,Abdominal esophagus
C15.3,C15.3,54738009,Thoracic,Gastrointestinal tract,ESOPHAGUS,Upper third of esophagus,Upper third of esophagus
C15.3,C15.3,54738009,Thoracic,Gastrointestinal tract,ESOPHAGUS,Proximal third of esophagus,Proximal third of esophagus
C15.4,C15.4,19000002,Thoracic,Gastrointestinal tract,ESOPHAGUS,Middle third of esophagus,Middle third of esophagus
C15.5,C15.5,67173009,Thoracic,Gastrointestinal tract,ESOPHAGUS,Lower third of esophagus,Lower third of esophagus
C15.5,C15.5,67173009,Thoracic,Gastrointestinal tract,ESOPHAGUS,Distal third of esophagus,Distal third of esophagus
C15.8,C15.8,,Thoracic,Gastrointestinal tract,ESOPHAGUS,Overlapping lesion of esophagus,#N/A
C15.8,C15.8,,Thoracic,Gastrointestinal tract,ESOPHAGUS,Overlapping regions of esophagus,#N/A
C15.9,C15.9,32849002,Thoracic,Gastrointestinal tract,ESOPHAGUS,"Esophagus, NOS",#N/A
C16.0,C16.0,62898002,Gastrointestinal system,Gastrointestinal tract,STOMACH,"Cardia, NOS",#N/A
C16.0,C16.0,25271004,Thoracic,Gastrointestinal tract,STOMACH,Cardioesophageal junction,Cardioesophageal junction
C16.0,C16.0,25271004,Thoracic,Gastrointestinal tract,STOMACH,Esophagogastric junction,Esophagogastric junction
C16.0,C16.0,62898002,Gastrointestinal system,Gastrointestinal tract,STOMACH,Gastric cardia,Gastric cardia
C16.0,C16.0,25271004,Thoracic,Gastrointestinal tract,STOMACH,Gastroesophageal junction,Gastroesophageal junction
C16.1,C16.1,414003,Gastrointestinal system,Gastrointestinal tract,STOMACH,Fundus of stomach,Fundus of stomach
C16.1,C16.1,414003,Gastrointestinal system,Gastrointestinal tract,STOMACH,Gastric fundus,Gastric fundus
C16.2,C16.2,68560004,Gastrointestinal system,Gastrointestinal tract,STOMACH,Body of stomach,Body of stomach
C16.2,C16.2,,Gastrointestinal system,Gastrointestinal tract,STOMACH,Corpus of stomach,#N/A
C16.2,C16.2,68560004,Gastrointestinal system,Gastrointestinal tract,STOMACH,Gastric corpus,Gastric corpus
C16.3,C16.3,66051006,Gastrointestinal system,Gastrointestinal tract,STOMACH,Gastric antrum,Gastric antrum
C16.3,C16.3,66051006,Gastrointestinal system,Gastrointestinal tract,STOMACH,Antrum of stomach,Antrum of stomach
C16.3,C16.3,66051006,Gastrointestinal system,Gastrointestinal tract,STOMACH,Pyloric antrum,Pyloric antrum
C16.4,C16.4,78987009,Gastrointestinal system,Gastrointestinal tract,STOMACH,Pylorus,Pylorus
C16.4,C16.4,15048009,Gastrointestinal system,Gastrointestinal tract,STOMACH,Prepylorus,Prepylorus
C16.4,C16.4,19987003,Gastrointestinal system,Gastrointestinal tract,STOMACH,Pyloric canal,Pyloric canal
C16.5,C16.5,80085006,Gastrointestinal system,Gastrointestinal tract,STOMACH,"Lesser curvature of stomach, NOS",#N/A
C16.6,C16.6,89382009,Gastrointestinal system,Gastrointestinal tract,STOMACH,"Greater curvature of stomach, NOS",#N/A
C16.8,C16.8,,Gastrointestinal system,Gastrointestinal tract,STOMACH,Overlapping lesion of stomach,#N/A
C16.8,C16.8,,Gastrointestinal system,Gastrointestinal tract,STOMACH,Overlapping regions of stomach,#N/A
C16.8,C16.8,41425009,Gastrointestinal system,Gastrointestinal tract,STOMACH,"Anterior wall of stomach, NOS",#N/A
C16.8,C16.8,63358003,Gastrointestinal system,Gastrointestinal tract,STOMACH,"Posterior wall of stomach, NOS",#N/A
C16.9,C16.9,69695003,Gastrointestinal system,Gastrointestinal tract,STOMACH,"Stomach, NOS",#N/A
C16.9,C16.9,264010009,Gastrointestinal system,Gastrointestinal tract,STOMACH,"Gastric, NOS",#N/A
C17.0,C17.0,38848004,Gastrointestinal system,Gastrointestinal tract,SMALL INTESTINE,Duodenum,Duodenum
C17.1,C17.1,21306003,Gastrointestinal system,Gastrointestinal tract,SMALL INTESTINE,Jejunum,Jejunum
C17.2,C17.2,34516001,Gastrointestinal system,Gastrointestinal tract,SMALL INTESTINE,Ileum,Ileum
C17.3,C17.3,37373007,Gastrointestinal system,Gastrointestinal tract,SMALL INTESTINE,Meckel diverticulum,Meckel diverticulum
C17.8,C17.8,,Gastrointestinal system,Gastrointestinal tract,SMALL INTESTINE,Overlapping lesion of smallintestine,#N/A
C17.8,C17.8,,Gastrointestinal system,Gastrointestinal tract,SMALL INTESTINE,Overlapping regions of smallintestine,#N/A
C17.9,C17.9,30315005,Gastrointestinal system,Gastrointestinal tract,SMALL INTESTINE,"Small intestine, NOS",#N/A
C17.9,C17.9,30315005,Gastrointestinal system,Gastrointestinal tract,SMALL INTESTINE,"Small bowel, NOS",#N/A
C18.0,C18.0,32713005,Gastrointestinal system,Gastrointestinal tract,COLON,Cecum,Cecum
C18.0,C18.0,264021000,Gastrointestinal system,Gastrointestinal tract,COLON,Ileocecal junction,Ileocecal junction
C18.0,C18.0,23153004,Gastrointestinal system,Gastrointestinal tract,COLON,Ileocecal valve,Ileocecal valve
C18.1,C18.1,66754008,Gastrointestinal system,Gastrointestinal tract,COLON,Appendix,Appendix
C18.2,C18.2,9040008,Gastrointestinal system,Gastrointestinal tract,COLON,Ascending colon,Ascending colon
C18.2,C18.2,51342009,Gastrointestinal system,Gastrointestinal tract,COLON,Right colon,Right colon
C18.3,C18.3,48338005,Gastrointestinal system,Gastrointestinal tract,COLON,Hepatic flexure of colon,Hepatic flexure of colon
C18.4,C18.4,485005,Gastrointestinal system,Gastrointestinal tract,COLON,Transverse colon,Transverse colon
C18.5,C18.5,72592005,Gastrointestinal system,Gastrointestinal tract,COLON,Splenic flexure of colon,Splenic flexure of colon
C18.6,C18.6,32622004,Gastrointestinal system,Gastrointestinal tract,COLON,Descending colon,Descending colon
C18.6,C18.6,55572008,Gastrointestinal system,Gastrointestinal tract,COLON,Left colon,Left colon
C18.7,C18.7,60184004,Gastrointestinal system,Gastrointestinal tract,COLON,Sigmoid colon,Sigmoid colon
C18.7,C18.7,,Gastrointestinal system,Gastrointestinal tract,COLON,Pelvic colon,#N/A
C18.7,C18.7,,Gastrointestinal system,Gastrointestinal tract,COLON,Sigmoid flexure of colon,#N/A
C18.7,C18.7,,Gastrointestinal system,Gastrointestinal tract,COLON,"Sigmoid, NOS",#N/A
C18.8,C18.8,,Gastrointestinal system,Gastrointestinal tract,COLON,Overlapping lesion of colon,#N/A
C18.8,C18.8,,Gastrointestinal system,Gastrointestinal tract,COLON,Overlapping regions of colon,#N/A
C18.9,C18.9,71854001,Gastrointestinal system,Gastrointestinal tract,COLON,"Colon, NOS",#N/A
C18.9,C18.9,14742008,Gastrointestinal system,Gastrointestinal tract,COLON,"Large bowel, NOS",#N/A
C18.9,C18.9,14742008,Gastrointestinal system,Gastrointestinal tract,COLON,Large intestine,Large intestine
C19.9,C19.9,49832006,Gastrointestinal system,Gastrointestinal tract,RECTOSIGMOID JUNCTION,Rectosigmoid junction,Rectosigmoid junction
C19.9,C19.9,,Gastrointestinal system,Gastrointestinal tract,RECTOSIGMOID JUNCTION,Colon and rectum,Colon and rectum
C19.9,C19.9,,Gastrointestinal system,Gastrointestinal tract,RECTOSIGMOID JUNCTION,Pelvirectal junction,#N/A
C19.9,C19.9,,Gastrointestinal system,Gastrointestinal tract,RECTOSIGMOID JUNCTION,Rectosigmoid colon,#N/A
C19.9,C19.9,49832006,Gastrointestinal system,Gastrointestinal tract,RECTOSIGMOID JUNCTION,"Rectosigmoid, NOS",#N/A
C20.9,C20.9,34402009,Gastrointestinal system,Gastrointestinal tract,RECTUM,"Rectum, NOS",#N/A
C20.9,C20.9,32611003,Gastrointestinal system,Gastrointestinal tract,RECTUM,Rectal ampulla,Rectal ampulla
C21.0,C21.0,53505006,Gastrointestinal system,Gastrointestinal tract,ANUS AND ANAL CANAL,"Anus, NOS",#N/A
C21.1,C21.1,34381000,Gastrointestinal system,Gastrointestinal tract,ANUS AND ANAL CANAL,Anal canal,Anal canal
C21.1,C21.1,41178004,Gastrointestinal system,Gastrointestinal tract,ANUS AND ANAL CANAL,Anal sphincter,Anal sphincter
C21.2,C21.2,263711007,Gastrointestinal system,Gastrointestinal tract,ANUS AND ANAL CANAL,Cloacogenic zone,Cloacogenic zone
C21.8,C21.8,,Gastrointestinal system,Gastrointestinal tract,ANUS AND ANAL CANAL,"Overlapping lesion of rectum, anus and anal canal",#N/A
C21.8,C21.8,,Gastrointestinal system,Gastrointestinal tract,ANUS AND ANAL CANAL,"Overlapping regions of rectum, anus and anal canal",#N/A
C21.8,C21.8,57444000,Gastrointestinal system,Gastrointestinal tract,ANUS AND ANAL CANAL,Anorectal junction,Anorectal junction
C21.8,C21.8,,Gastrointestinal system,Gastrointestinal tract,ANUS AND ANAL CANAL,Anorectum,#N/A
C22.0,C22.0,10200004,Gastrointestinal system,Gastrointestinal tract,LIVER AND INTRAHEPATIC BILE DUCTS,Liver,Liver
C22.0,C22.0,,Gastrointestinal system,Gastrointestinal tract,LIVER AND INTRAHEPATIC BILE DUCTS,"Hepatic, NOS",#N/A
C22.1,C22.1,90140006,Gastrointestinal system,Gastrointestinal tract,LIVER AND INTRAHEPATIC BILE DUCTS,Intrahepatic bile duct,Intrahepatic bile duct
C22.1,C22.1,,Gastrointestinal system,Gastrointestinal tract,LIVER AND INTRAHEPATIC BILE DUCTS,Biliary canaliculus,#N/A
C22.1,C22.1,,Gastrointestinal system,Gastrointestinal tract,LIVER AND INTRAHEPATIC BILE DUCTS,Cholangiole,#N/A
C23.9,C23.9,28231008,Gastrointestinal system,Gastrointestinal tract,GALLBLADDER,Gallbladder,Gallbladder
C24.0,C24.0,16014003,Gastrointestinal system,Gastrointestinal tract,OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT,Extrahepatic bile duct,Extrahepatic bile duct
C24.0,C24.0,28273000,Gastrointestinal system,Gastrointestinal tract,OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT,"Bile duct, NOS",#N/A
C24.0,C24.0,,Gastrointestinal system,Gastrointestinal tract,OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT,"Biliary duct, NOS",#N/A
C24.0,C24.0,,Gastrointestinal system,Gastrointestinal tract,OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT,Choledochal duct,#N/A
C24.0,C24.0,79741001,Gastrointestinal system,Gastrointestinal tract,OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT,Common bile duct,Common bile duct
C24.0,C24.0,,Gastrointestinal system,Gastrointestinal tract,OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT,Common duct,#N/A
C24.0,C24.0,,Gastrointestinal system,Gastrointestinal tract,OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT,Cystic bile duct,#N/A
C24.0,C24.0,77452001,Gastrointestinal system,Gastrointestinal tract,OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT,Cystic duct,Cystic duct
C24.0,C24.0,,Gastrointestinal system,Gastrointestinal tract,OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT,Hepatic bile duct,#N/A
C24.0,C24.0,56732008,Gastrointestinal system,Gastrointestinal tract,OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT,Hepatic duct,Hepatic duct
C24.0,C24.0,51807001,Gastrointestinal system,Gastrointestinal tract,OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT,Sphincter of Oddi,Sphincter of Oddi
C24.0.L,C24.0.,56732008,Gastrointestinal system,Gastrointestinal tract,OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT,Hepatic duct-Left,#N/A
C24.0.R,C24.0.,56732008,Gastrointestinal system,Gastrointestinal tract,OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT,Hepatic duct-Right,#N/A
C24.1,C24.1,67109009,Gastrointestinal system,Gastrointestinal tract,OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT,Ampulla of Vater,Ampulla of Vater
C24.1,C24.1,,Gastrointestinal system,Gastrointestinal tract,OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT,Periampullary,#N/A
C24.8,C24.8,,Gastrointestinal system,Gastrointestinal tract,OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT,Overlapping lesion of biliary tract Note:,#N/A
C24.8,C24.8,,Gastrointestinal system,Gastrointestinal tract,OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT,Overlapping regions of biliary tract Note:,#N/A
C24.9,C24.9,34707002,Gastrointestinal system,Gastrointestinal tract,OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT,"Biliary tract, NOS",#N/A
C25.0,C25.0,64163001,Gastrointestinal system,Gastrointestinal tract,PANCREAS,Head of pancreas,Head of pancreas
C25.1,C25.1,40133006,Gastrointestinal system,Gastrointestinal tract,PANCREAS,Body of pancreas,Body of pancreas
C25.2,C25.2,73239005,Gastrointestinal system,Gastrointestinal tract,PANCREAS,Tail of pancreas,Tail of pancreas
C25.3,C25.3,69930009,Gastrointestinal system,Gastrointestinal tract,PANCREAS,Pancreatic duct,Pancreatic duct
C25.3,C25.3,113288006,Gastrointestinal system,Gastrointestinal tract,PANCREAS,Duct of Santorini,Duct of Santorini
C25.3,C25.3,69930009,Gastrointestinal system,Gastrointestinal tract,PANCREAS,Duct of Wirsung,Duct of Wirsung
C25.4,C25.4,78696007,Gastrointestinal system,Gastrointestinal tract,PANCREAS,Islets of Langerhans,Islets of Langerhans
C25.4,C25.4,78696007,Gastrointestinal system,Gastrointestinal tract,PANCREAS,Endocrine pancreas,Endocrine pancreas
C25.4,C25.4,,Gastrointestinal system,Gastrointestinal tract,PANCREAS,Islands of Langerhans,#N/A
C25.7,C25.7,,Gastrointestinal system,Gastrointestinal tract,PANCREAS,Other specified parts of pancreas,#N/A
C25.7,C25.7,245381005,Gastrointestinal system,Gastrointestinal tract,PANCREAS,Neck of pancreas,Neck of pancreas
C25.8,C25.8,,Gastrointestinal system,Gastrointestinal tract,PANCREAS,Overlapping lesion of pancreas,#N/A
C25.8,C25.8,,Gastrointestinal system,Gastrointestinal tract,PANCREAS,Overlapping regions of pancreas,#N/A
C25.9,C25.9,15776009,Gastrointestinal system,Gastrointestinal tract,PANCREAS,"Pancreas, NOS",#N/A
C26.0,C26.0,113276009,Gastrointestinal system,Gastrointestinal tract,OTHER AND ILL-DEFINED DIGESTIVE ORGANS,"Intestinal tract, NOS",#N/A
C26.0,C26.0,113276009,Gastrointestinal system,Gastrointestinal tract,OTHER AND ILL-DEFINED DIGESTIVE ORGANS,"Bowel, NOS",#N/A
C26.0,C26.0,256876008,Gastrointestinal system,Gastrointestinal tract,OTHER AND ILL-DEFINED DIGESTIVE ORGANS,"Intestine, NOS",#N/A
C26.8,C26.8,,Gastrointestinal system,Gastrointestinal tract,OTHER AND ILL-DEFINED DIGESTIVE ORGANS,Overlapping lesion of digestive system,#N/A
C26.8,C26.8,,Gastrointestinal system,Gastrointestinal tract,OTHER AND ILL-DEFINED DIGESTIVE ORGANS,Overlapping regions of digestive system,#N/A
C26.9,C26.9,122865005,Gastrointestinal system,Gastrointestinal tract,OTHER AND ILL-DEFINED DIGESTIVE ORGANS,"Gastrointestinal tract, NOS",#N/A
C26.9,C26.9,,Gastrointestinal system,Gastrointestinal tract,OTHER AND ILL-DEFINED DIGESTIVE ORGANS,"Digestive organs, NOS",#N/A
C30.0,C30.0,53342003,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Nasal cavity,Nasal cavity
C30.0,C30.0,53342003,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Internal nose,Internal nose
C30.0,C30.0,1797002,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Naris,Naris
C30.0,C30.0,16178009,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Nasal cartilage,Nasal cartilage
C30.0,C30.0,310211009,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Nasal mucosa,Nasal mucosa
C30.0,C30.0,68426009,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,"Nasal septum, NOS",#N/A
C30.0,C30.0,46607005,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Nasal turbinate,Nasal turbinate
C30.0,C30.0,1797002,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Nostril,Nostril
C30.0,C30.0,,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Vestibule of nose,#N/A
C30.0.L,C30.0.,53342003,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Nasal cavity-Left,#N/A
C30.0.L,C30.0.,53342003,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Internal nose-Left,#N/A
C30.0.L,C30.0.,1797002,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Naris-Left,#N/A
C30.0.L,C30.0.,16178009,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Nasal cartilage-Left,#N/A
C30.0.L,C30.0.,310211009,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Nasal mucosa-Left,#N/A
C30.0.L,C30.0.,46607005,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Nasal turbinate-Left,#N/A
C30.0.L,C30.0.,1797002,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Nostril-Left,#N/A
C30.0.L,C30.0.,,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Vestibule of nose-Left,#N/A
C30.0.R,C30.0.,53342003,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Nasal cavity-Right,#N/A
C30.0.R,C30.0.,53342003,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Internal nose-Right,#N/A
C30.0.R,C30.0.,1797002,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Naris-Right,#N/A
C30.0.R,C30.0.,16178009,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Nasal cartilage-Right,#N/A
C30.0.R,C30.0.,310211009,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Nasal mucosa-Right,#N/A
C30.0.R,C30.0.,46607005,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Nasal turbinate-Right,#N/A
C30.0.R,C30.0.,1797002,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Nostril-Right,#N/A
C30.0.R,C30.0.,,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Vestibule of nose-Right,#N/A
C30.1,C30.1,25342003,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Middle ear,Middle ear
C30.1,C30.1,91207004,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Auditory tube,Auditory tube
C30.1,C30.1,91207004,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Eustachian tube,Eustachian tube
C30.1,C30.1,22945000,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Inner ear,Inner ear
C30.1,C30.1,4906008,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Mastoid antrum,Mastoid antrum
C30.1,C30.1,51837005,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Tympanic cavity,Tympanic cavity
C30.1.L,C30.1.,25342003,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Middle ear-Left,#N/A
C30.1.L,C30.1.,91207004,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Auditory tube-Left,#N/A
C30.1.L,C30.1.,91207004,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Eustachian tube-Left,#N/A
C30.1.L,C30.1.,22945000,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Inner ear-Left,#N/A
C30.1.L,C30.1.,4906008,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Mastoid antrum-Left,#N/A
C30.1.L,C30.1.,51837005,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Tympanic cavity-Left,#N/A
C30.1.R,C30.1.,25342003,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Middle ear-Right,#N/A
C30.1.R,C30.1.,91207004,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Auditory tube-Right,#N/A
C30.1.R,C30.1.,91207004,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Eustachian tube-Right,#N/A
C30.1.R,C30.1.,22945000,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Inner ear-Right,#N/A
C30.1.R,C30.1.,4906008,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Mastoid antrum-Right,#N/A
C30.1.R,C30.1.,51837005,Head Neck,Respiratory tract,NASAL CAVITY AND MIDDLE EAR,Tympanic cavity-Right,#N/A
C31.0,C31.0,15924003,Head Neck,Respiratory tract,ACCESSORY SINUSES,Maxillary sinus,Maxillary sinus
C31.0,C31.0,,Head Neck,Respiratory tract,ACCESSORY SINUSES,"Antrum, NOS",#N/A
C31.0,C31.0,15924003,Head Neck,Respiratory tract,ACCESSORY SINUSES,Maxillary antrum,Maxillary antrum
C31.0.L,C31.0.,15924003,Head Neck,Respiratory tract,ACCESSORY SINUSES,Maxillary sinus-Left,#N/A
C31.0.L,C31.0.,,Head Neck,Respiratory tract,ACCESSORY SINUSES,"Antrum, NOS-Left",#N/A
C31.0.L,C31.0.,15924003,Head Neck,Respiratory tract,ACCESSORY SINUSES,Maxillary antrum-Left,#N/A
C31.0.R,C31.0.,15924003,Head Neck,Respiratory tract,ACCESSORY SINUSES,Maxillary sinus-Right,#N/A
C31.0.R,C31.0.,,Head Neck,Respiratory tract,ACCESSORY SINUSES,"Antrum, NOS-Right",#N/A
C31.0.R,C31.0.,15924003,Head Neck,Respiratory tract,ACCESSORY SINUSES,Maxillary antrum-Right,#N/A
C31.1,C31.1,54215007,Head Neck,Respiratory tract,ACCESSORY SINUSES,Ethmoid sinus,Ethmoid sinus
C31.1.L,C31.1.,54215007,Head Neck,Respiratory tract,ACCESSORY SINUSES,Ethmoid sinus-Left,#N/A
C31.1.R,C31.1.,54215007,Head Neck,Respiratory tract,ACCESSORY SINUSES,Ethmoid sinus-Right,#N/A
C31.2,C31.2,55060009,Head Neck,Respiratory tract,ACCESSORY SINUSES,Frontal sinus,Frontal sinus
C31.2.L,C31.2.,55060009,Head Neck,Respiratory tract,ACCESSORY SINUSES,Frontal sinus-Left,#N/A
C31.2.R,C31.2.,55060009,Head Neck,Respiratory tract,ACCESSORY SINUSES,Frontal sinus-Right,#N/A
C31.3,C31.3,24999009,Head Neck,Respiratory tract,ACCESSORY SINUSES,Sphenoid sinus,Sphenoid sinus
C31.3.L,C31.3.,24999009,Head Neck,Respiratory tract,ACCESSORY SINUSES,Sphenoid sinus-Left,#N/A
C31.3.R,C31.3.,24999009,Head Neck,Respiratory tract,ACCESSORY SINUSES,Sphenoid sinus-Right,#N/A
C31.8,C31.8,,Head Neck,Respiratory tract,ACCESSORY SINUSES,Overlapping lesion of accessory sinuses,#N/A
C31.8,C31.8,,Head Neck,Respiratory tract,ACCESSORY SINUSES,Overlapping regions of accessory sinuses,#N/A
C31.8.L,C31.8.,,Head Neck,Respiratory tract,ACCESSORY SINUSES,Overlapping lesion of accessory sinuses-Left,#N/A
C31.8.L,C31.8.,,Head Neck,Respiratory tract,ACCESSORY SINUSES,Overlapping regions of accessory sinuses-Left,#N/A
C31.8.R,C31.8.,,Head Neck,Respiratory tract,ACCESSORY SINUSES,Overlapping lesion of accessory sinuses-Right,#N/A
C31.8.R,C31.8.,,Head Neck,Respiratory tract,ACCESSORY SINUSES,Overlapping regions of accessory sinuses-Right,#N/A
